seatId,sectionId,matchId,rowLabel,seatNumber,status,version
SEAT000075,SEC001,MATCH001,D,15,AVAILABLE,0
SEAT000076,SEC001,MATCH001,D,16,AVAILABLE,0
SEAT000077,SEC001,MATCH001,D,17,AVAILABLE,0
SEAT000078,SEC001,MATCH001,D,18,AVAILABLE,0
SEAT000079,SEC001,MATCH001,D,19,AVAILABLE,0
SEAT000080,SEC001,MATCH001,D,20,AVAILABLE,0
SEAT000081,SEC001,MATCH001,E,1,AVAILABLE,0
SEAT000082,SEC001,MATCH001,E,2,AVAILABLE,0
SEAT000083,SEC001,MATCH001,E,3,AVAILABLE,0
SEAT000084,SEC001,MATCH001,E,4,AVAILABLE,0
SEAT000085,SEC001,MATCH001,E,5,AVAILABLE,0
SEAT000086,SEC001,MATCH001,E,6,AVAILABLE,0
SEAT000087,SEC001,MATCH001,E,7,AVAILABLE,0
SEAT000088,SEC001,MATCH001,E,8,AVAILABLE,0
SEAT000089,SEC001,MATCH001,E,9,AVAILABLE,0
SEAT000090,SEC001,MATCH001,E,10,AVAILABLE,0
SEAT000091,SEC001,MATCH001,E,11,AVAILABLE,0
SEAT000092,SEC001,MATCH001,E,12,AVAILABLE,0
SEAT000093,SEC001,MATCH001,E,13,AVAILABLE,0
SEAT000094,SEC001,MATCH001,E,14,AVAILABLE,0
SEAT000095,SEC001,MATCH001,E,15,AVAILABLE,0
SEAT000096,SEC001,MATCH001,E,16,AVAILABLE,0
SEAT000097,SEC001,MATCH001,E,17,AVAILABLE,0
SEAT000098,SEC001,MATCH001,E,18,AVAILABLE,0
SEAT000099,SEC001,MATCH001,E,19,AVAILABLE,0
SEAT000100,SEC001,MATCH001,E,20,AVAILABLE,0
SEAT000101,SEC001,MATCH001,F,1,AVAILABLE,0
SEAT000102,SEC001,MATCH001,F,2,AVAILABLE,0
SEAT000103,SEC001,MATCH001,F,3,AVAILABLE,0
SEAT000104,SEC001,MATCH001,F,4,AVAILABLE,0
SEAT000105,SEC001,MATCH001,F,5,AVAILABLE,0
SEAT000106,SEC001,MATCH001,F,6,AVAILABLE,0
SEAT000107,SEC001,MATCH001,F,7,AVAILABLE,0
SEAT000108,SEC001,MATCH001,F,8,AVAILABLE,0
SEAT000109,SEC001,MATCH001,F,9,AVAILABLE,0
SEAT000110,SEC001,MATCH001,F,10,AVAILABLE,0
SEAT000111,SEC001,MATCH001,F,11,AVAILABLE,0
SEAT000112,SEC001,MATCH001,F,12,AVAILABLE,0
SEAT000113,SEC001,MATCH001,F,13,AVAILABLE,0
SEAT000114,SEC001,MATCH001,F,14,AVAILABLE,0
SEAT000115,SEC001,MATCH001,F,15,AVAILABLE,0
SEAT000116,SEC001,MATCH001,F,16,AVAILABLE,0
SEAT000117,SEC001,MATCH001,F,17,AVAILABLE,0
SEAT000118,SEC001,MATCH001,F,18,AVAILABLE,0
SEAT000119,SEC001,MATCH001,F,19,AVAILABLE,0
SEAT000120,SEC001,MATCH001,F,20,AVAILABLE,0
SEAT000121,SEC001,MATCH001,G,1,AVAILABLE,0
SEAT000122,SEC001,MATCH001,G,2,AVAILABLE,0
SEAT000123,SEC001,MATCH001,G,3,AVAILABLE,0
SEAT000124,SEC001,MATCH001,G,4,AVAILABLE,0
SEAT000125,SEC001,MATCH001,G,5,AVAILABLE,0
SEAT000126,SEC001,MATCH001,G,6,AVAILABLE,0
SEAT000127,SEC001,MATCH001,G,7,AVAILABLE,0
SEAT000128,SEC001,MATCH001,G,8,AVAILABLE,0
SEAT000129,SEC001,MATCH001,G,9,AVAILABLE,0
SEAT000130,SEC001,MATCH001,G,10,AVAILABLE,0
SEAT000131,SEC001,MATCH001,G,11,AVAILABLE,0
SEAT000132,SEC001,MATCH001,G,12,AVAILABLE,0
SEAT000133,SEC001,MATCH001,G,13,AVAILABLE,0
SEAT000134,SEC001,MATCH001,G,14,AVAILABLE,0
SEAT000135,SEC001,MATCH001,G,15,AVAILABLE,0
SEAT000136,SEC001,MATCH001,G,16,AVAILABLE,0
SEAT000137,SEC001,MATCH001,G,17,AVAILABLE,0
SEAT000138,SEC001,MATCH001,G,18,AVAILABLE,0
SEAT000139,SEC001,MATCH001,G,19,AVAILABLE,0
SEAT000140,SEC001,MATCH001,G,20,AVAILABLE,0
SEAT000141,SEC001,MATCH001,H,1,AVAILABLE,0
SEAT000142,SEC001,MATCH001,H,2,AVAILABLE,0
SEAT000143,SEC001,MATCH001,H,3,AVAILABLE,0
SEAT000144,SEC001,MATCH001,H,4,AVAILABLE,0
SEAT000145,SEC001,MATCH001,H,5,AVAILABLE,0
SEAT000146,SEC001,MATCH001,H,6,AVAILABLE,0
SEAT000147,SEC001,MATCH001,H,7,AVAILABLE,0
SEAT000148,SEC001,MATCH001,H,8,AVAILABLE,0
SEAT000149,SEC001,MATCH001,H,9,AVAILABLE,0
SEAT000150,SEC001,MATCH001,H,10,AVAILABLE,0
SEAT000151,SEC001,MATCH001,H,11,AVAILABLE,0
SEAT000152,SEC001,MATCH001,H,12,AVAILABLE,0
SEAT000153,SEC001,MATCH001,H,13,AVAILABLE,0
SEAT000154,SEC001,MATCH001,H,14,AVAILABLE,0
SEAT000155,SEC001,MATCH001,H,15,AVAILABLE,0
SEAT000156,SEC001,MATCH001,H,16,AVAILABLE,0
SEAT000157,SEC001,MATCH001,H,17,AVAILABLE,0
SEAT000158,SEC001,MATCH001,H,18,AVAILABLE,0
SEAT000159,SEC001,MATCH001,H,19,AVAILABLE,0
SEAT000160,SEC001,MATCH001,H,20,AVAILABLE,0
SEAT000161,SEC001,MATCH001,I,1,AVAILABLE,0
SEAT000162,SEC001,MATCH001,I,2,AVAILABLE,0
SEAT000163,SEC001,MATCH001,I,3,AVAILABLE,0
SEAT000164,SEC001,MATCH001,I,4,AVAILABLE,0
SEAT000165,SEC001,MATCH001,I,5,AVAILABLE,0
SEAT000166,SEC001,MATCH001,I,6,AVAILABLE,0
SEAT000167,SEC001,MATCH001,I,7,AVAILABLE,0
SEAT000168,SEC001,MATCH001,I,8,AVAILABLE,0
SEAT000169,SEC001,MATCH001,I,9,AVAILABLE,0
SEAT000170,SEC001,MATCH001,I,10,AVAILABLE,0
SEAT000171,SEC001,MATCH001,I,11,AVAILABLE,0
SEAT000172,SEC001,MATCH001,I,12,AVAILABLE,0
SEAT000173,SEC001,MATCH001,I,13,AVAILABLE,0
SEAT000174,SEC001,MATCH001,I,14,AVAILABLE,0
SEAT000175,SEC001,MATCH001,I,15,AVAILABLE,0
SEAT000176,SEC001,MATCH001,I,16,AVAILABLE,0
SEAT000177,SEC001,MATCH001,I,17,AVAILABLE,0
SEAT000178,SEC001,MATCH001,I,18,AVAILABLE,0
SEAT000179,SEC001,MATCH001,I,19,AVAILABLE,0
SEAT000180,SEC001,MATCH001,I,20,AVAILABLE,0
SEAT000181,SEC001,MATCH001,J,1,AVAILABLE,0
SEAT000182,SEC001,MATCH001,J,2,AVAILABLE,0
SEAT000183,SEC001,MATCH001,J,3,AVAILABLE,0
SEAT000184,SEC001,MATCH001,J,4,AVAILABLE,0
SEAT000185,SEC001,MATCH001,J,5,AVAILABLE,0
SEAT000186,SEC001,MATCH001,J,6,AVAILABLE,0
SEAT000187,SEC001,MATCH001,J,7,AVAILABLE,0
SEAT000188,SEC001,MATCH001,J,8,AVAILABLE,0
SEAT000189,SEC001,MATCH001,J,9,AVAILABLE,0
SEAT000190,SEC001,MATCH001,J,10,AVAILABLE,0
SEAT000191,SEC001,MATCH001,J,11,AVAILABLE,0
SEAT000192,SEC001,MATCH001,J,12,AVAILABLE,0
SEAT000193,SEC001,MATCH001,J,13,AVAILABLE,0
SEAT000194,SEC001,MATCH001,J,14,AVAILABLE,0
SEAT000195,SEC001,MATCH001,J,15,AVAILABLE,0
SEAT000196,SEC001,MATCH001,J,16,AVAILABLE,0
SEAT000197,SEC001,MATCH001,J,17,AVAILABLE,0
SEAT000198,SEC001,MATCH001,J,18,AVAILABLE,0
SEAT000199,SEC001,MATCH001,J,19,AVAILABLE,0
SEAT000200,SEC001,MATCH001,J,20,AVAILABLE,0
SEAT000201,SEC001,MATCH002,A,1,AVAILABLE,0
SEAT000202,SEC001,MATCH002,A,2,AVAILABLE,0
SEAT000203,SEC001,MATCH002,A,3,AVAILABLE,0
SEAT000204,SEC001,MATCH002,A,4,AVAILABLE,0
SEAT000205,SEC001,MATCH002,A,5,AVAILABLE,0
SEAT000206,SEC001,MATCH002,A,6,AVAILABLE,0
SEAT000207,SEC001,MATCH002,A,7,AVAILABLE,0
SEAT000208,SEC001,MATCH002,A,8,AVAILABLE,0
SEAT000209,SEC001,MATCH002,A,9,AVAILABLE,0
SEAT000210,SEC001,MATCH002,A,10,AVAILABLE,0
SEAT000211,SEC001,MATCH002,A,11,AVAILABLE,0
SEAT000212,SEC001,MATCH002,A,12,AVAILABLE,0
SEAT000213,SEC001,MATCH002,A,13,AVAILABLE,0
SEAT000214,SEC001,MATCH002,A,14,AVAILABLE,0
SEAT000215,SEC001,MATCH002,A,15,AVAILABLE,0
SEAT000216,SEC001,MATCH002,A,16,AVAILABLE,0
SEAT000217,SEC001,MATCH002,A,17,AVAILABLE,0
SEAT000218,SEC001,MATCH002,A,18,AVAILABLE,0
SEAT000219,SEC001,MATCH002,A,19,AVAILABLE,0
SEAT000220,SEC001,MATCH002,A,20,AVAILABLE,0
SEAT000221,SEC001,MATCH002,B,1,AVAILABLE,0
SEAT000222,SEC001,MATCH002,B,2,AVAILABLE,0
SEAT000223,SEC001,MATCH002,B,3,AVAILABLE,0
SEAT000224,SEC001,MATCH002,B,4,AVAILABLE,0
SEAT000225,SEC001,MATCH002,B,5,AVAILABLE,0
SEAT000226,SEC001,MATCH002,B,6,AVAILABLE,0
SEAT000227,SEC001,MATCH002,B,7,AVAILABLE,0
SEAT000228,SEC001,MATCH002,B,8,AVAILABLE,0
SEAT000229,SEC001,MATCH002,B,9,AVAILABLE,0
SEAT000230,SEC001,MATCH002,B,10,AVAILABLE,0
SEAT000231,SEC001,MATCH002,B,11,AVAILABLE,0
SEAT000232,SEC001,MATCH002,B,12,AVAILABLE,0
SEAT000233,SEC001,MATCH002,B,13,AVAILABLE,0
SEAT000234,SEC001,MATCH002,B,14,AVAILABLE,0
SEAT000235,SEC001,MATCH002,B,15,AVAILABLE,0
SEAT000236,SEC001,MATCH002,B,16,AVAILABLE,0
SEAT000237,SEC001,MATCH002,B,17,AVAILABLE,0
SEAT000238,SEC001,MATCH002,B,18,AVAILABLE,0
SEAT000239,SEC001,MATCH002,B,19,AVAILABLE,0
SEAT000240,SEC001,MATCH002,B,20,AVAILABLE,0
SEAT000241,SEC001,MATCH002,C,1,AVAILABLE,0
SEAT000242,SEC001,MATCH002,C,2,AVAILABLE,0
SEAT000243,SEC001,MATCH002,C,3,AVAILABLE,0
SEAT000244,SEC001,MATCH002,C,4,AVAILABLE,0
SEAT000245,SEC001,MATCH002,C,5,AVAILABLE,0
SEAT000246,SEC001,MATCH002,C,6,AVAILABLE,0
SEAT000247,SEC001,MATCH002,C,7,AVAILABLE,0
SEAT000248,SEC001,MATCH002,C,8,AVAILABLE,0
SEAT000249,SEC001,MATCH002,C,9,AVAILABLE,0
SEAT000250,SEC001,MATCH002,C,10,AVAILABLE,0
SEAT000251,SEC001,MATCH002,C,11,AVAILABLE,0
SEAT000252,SEC001,MATCH002,C,12,AVAILABLE,0
SEAT000253,SEC001,MATCH002,C,13,AVAILABLE,0
SEAT000254,SEC001,MATCH002,C,14,AVAILABLE,0
SEAT000255,SEC001,MATCH002,C,15,AVAILABLE,0
SEAT000256,SEC001,MATCH002,C,16,AVAILABLE,0
SEAT000257,SEC001,MATCH002,C,17,AVAILABLE,0
SEAT000258,SEC001,MATCH002,C,18,AVAILABLE,0
SEAT000259,SEC001,MATCH002,C,19,AVAILABLE,0
SEAT000260,SEC001,MATCH002,C,20,AVAILABLE,0
SEAT000261,SEC001,MATCH002,D,1,AVAILABLE,0
SEAT000262,SEC001,MATCH002,D,2,AVAILABLE,0
SEAT000263,SEC001,MATCH002,D,3,AVAILABLE,0
SEAT000264,SEC001,MATCH002,D,4,AVAILABLE,0
SEAT000265,SEC001,MATCH002,D,5,AVAILABLE,0
SEAT000266,SEC001,MATCH002,D,6,AVAILABLE,0
SEAT000267,SEC001,MATCH002,D,7,AVAILABLE,0
SEAT000268,SEC001,MATCH002,D,8,AVAILABLE,0
SEAT000269,SEC001,MATCH002,D,9,AVAILABLE,0
SEAT000270,SEC001,MATCH002,D,10,AVAILABLE,0
SEAT000271,SEC001,MATCH002,D,11,AVAILABLE,0
SEAT000272,SEC001,MATCH002,D,12,AVAILABLE,0
SEAT000273,SEC001,MATCH002,D,13,AVAILABLE,0
SEAT000274,SEC001,MATCH002,D,14,AVAILABLE,0
SEAT000275,SEC001,MATCH002,D,15,AVAILABLE,0
SEAT000276,SEC001,MATCH002,D,16,AVAILABLE,0
SEAT000277,SEC001,MATCH002,D,17,AVAILABLE,0
SEAT000278,SEC001,MATCH002,D,18,AVAILABLE,0
SEAT000279,SEC001,MATCH002,D,19,AVAILABLE,0
SEAT000280,SEC001,MATCH002,D,20,AVAILABLE,0
SEAT000281,SEC001,MATCH002,E,1,AVAILABLE,0
SEAT000282,SEC001,MATCH002,E,2,AVAILABLE,0
SEAT000283,SEC001,MATCH002,E,3,AVAILABLE,0
SEAT000284,SEC001,MATCH002,E,4,AVAILABLE,0
SEAT000285,SEC001,MATCH002,E,5,AVAILABLE,0
SEAT000286,SEC001,MATCH002,E,6,AVAILABLE,0
SEAT000287,SEC001,MATCH002,E,7,AVAILABLE,0
SEAT000288,SEC001,MATCH002,E,8,AVAILABLE,0
SEAT000289,SEC001,MATCH002,E,9,AVAILABLE,0
SEAT000290,SEC001,MATCH002,E,10,AVAILABLE,0
SEAT000291,SEC001,MATCH002,E,11,AVAILABLE,0
SEAT000292,SEC001,MATCH002,E,12,AVAILABLE,0
SEAT000293,SEC001,MATCH002,E,13,AVAILABLE,0
SEAT000294,SEC001,MATCH002,E,14,AVAILABLE,0
SEAT000295,SEC001,MATCH002,E,15,AVAILABLE,0
SEAT000296,SEC001,MATCH002,E,16,AVAILABLE,0
SEAT000297,SEC001,MATCH002,E,17,AVAILABLE,0
SEAT000298,SEC001,MATCH002,E,18,AVAILABLE,0
SEAT000299,SEC001,MATCH002,E,19,AVAILABLE,0
SEAT000300,SEC001,MATCH002,E,20,AVAILABLE,0
SEAT000301,SEC001,MATCH002,F,1,AVAILABLE,0
SEAT000302,SEC001,MATCH002,F,2,AVAILABLE,0
SEAT000303,SEC001,MATCH002,F,3,AVAILABLE,0
SEAT000304,SEC001,MATCH002,F,4,AVAILABLE,0
SEAT000305,SEC001,MATCH002,F,5,AVAILABLE,0
SEAT000306,SEC001,MATCH002,F,6,AVAILABLE,0
SEAT000307,SEC001,MATCH002,F,7,AVAILABLE,0
SEAT000308,SEC001,MATCH002,F,8,AVAILABLE,0
SEAT000309,SEC001,MATCH002,F,9,AVAILABLE,0
SEAT000310,SEC001,MATCH002,F,10,AVAILABLE,0
SEAT000311,SEC001,MATCH002,F,11,AVAILABLE,0
SEAT000312,SEC001,MATCH002,F,12,AVAILABLE,0
SEAT000313,SEC001,MATCH002,F,13,AVAILABLE,0
SEAT000314,SEC001,MATCH002,F,14,AVAILABLE,0
SEAT000315,SEC001,MATCH002,F,15,AVAILABLE,0
SEAT000316,SEC001,MATCH002,F,16,AVAILABLE,0
SEAT000317,SEC001,MATCH002,F,17,AVAILABLE,0
SEAT000318,SEC001,MATCH002,F,18,AVAILABLE,0
SEAT000319,SEC001,MATCH002,F,19,AVAILABLE,0
SEAT000320,SEC001,MATCH002,F,20,AVAILABLE,0
SEAT000321,SEC001,MATCH002,G,1,AVAILABLE,0
SEAT000322,SEC001,MATCH002,G,2,AVAILABLE,0
SEAT000323,SEC001,MATCH002,G,3,AVAILABLE,0
SEAT000324,SEC001,MATCH002,G,4,AVAILABLE,0
SEAT000325,SEC001,MATCH002,G,5,AVAILABLE,0
SEAT000326,SEC001,MATCH002,G,6,AVAILABLE,0
SEAT000327,SEC001,MATCH002,G,7,AVAILABLE,0
SEAT000328,SEC001,MATCH002,G,8,AVAILABLE,0
SEAT000329,SEC001,MATCH002,G,9,AVAILABLE,0
SEAT000330,SEC001,MATCH002,G,10,AVAILABLE,0
SEAT000331,SEC001,MATCH002,G,11,AVAILABLE,0
SEAT000332,SEC001,MATCH002,G,12,AVAILABLE,0
SEAT000333,SEC001,MATCH002,G,13,AVAILABLE,0
SEAT000334,SEC001,MATCH002,G,14,AVAILABLE,0
SEAT000335,SEC001,MATCH002,G,15,AVAILABLE,0
SEAT000336,SEC001,MATCH002,G,16,AVAILABLE,0
SEAT000337,SEC001,MATCH002,G,17,AVAILABLE,0
SEAT000338,SEC001,MATCH002,G,18,AVAILABLE,0
SEAT000339,SEC001,MATCH002,G,19,AVAILABLE,0
SEAT000340,SEC001,MATCH002,G,20,AVAILABLE,0
SEAT000341,SEC001,MATCH002,H,1,AVAILABLE,0
SEAT000342,SEC001,MATCH002,H,2,AVAILABLE,0
SEAT000343,SEC001,MATCH002,H,3,AVAILABLE,0
SEAT000344,SEC001,MATCH002,H,4,AVAILABLE,0
SEAT000345,SEC001,MATCH002,H,5,AVAILABLE,0
SEAT000346,SEC001,MATCH002,H,6,AVAILABLE,0
SEAT000347,SEC001,MATCH002,H,7,AVAILABLE,0
SEAT000348,SEC001,MATCH002,H,8,AVAILABLE,0
SEAT000349,SEC001,MATCH002,H,9,AVAILABLE,0
SEAT000350,SEC001,MATCH002,H,10,AVAILABLE,0
SEAT000351,SEC001,MATCH002,H,11,AVAILABLE,0
SEAT000352,SEC001,MATCH002,H,12,AVAILABLE,0
SEAT000353,SEC001,MATCH002,H,13,AVAILABLE,0
SEAT000354,SEC001,MATCH002,H,14,AVAILABLE,0
SEAT000355,SEC001,MATCH002,H,15,AVAILABLE,0
SEAT000356,SEC001,MATCH002,H,16,AVAILABLE,0
SEAT000357,SEC001,MATCH002,H,17,AVAILABLE,0
SEAT000358,SEC001,MATCH002,H,18,AVAILABLE,0
SEAT000359,SEC001,MATCH002,H,19,AVAILABLE,0
SEAT000360,SEC001,MATCH002,H,20,AVAILABLE,0
SEAT000361,SEC001,MATCH002,I,1,AVAILABLE,0
SEAT000362,SEC001,MATCH002,I,2,AVAILABLE,0
SEAT000363,SEC001,MATCH002,I,3,AVAILABLE,0
SEAT000364,SEC001,MATCH002,I,4,AVAILABLE,0
SEAT000365,SEC001,MATCH002,I,5,AVAILABLE,0
SEAT000366,SEC001,MATCH002,I,6,AVAILABLE,0
SEAT000367,SEC001,MATCH002,I,7,AVAILABLE,0
SEAT000368,SEC001,MATCH002,I,8,AVAILABLE,0
SEAT000369,SEC001,MATCH002,I,9,AVAILABLE,0
SEAT000370,SEC001,MATCH002,I,10,AVAILABLE,0
SEAT000371,SEC001,MATCH002,I,11,AVAILABLE,0
SEAT000372,SEC001,MATCH002,I,12,AVAILABLE,0
SEAT000373,SEC001,MATCH002,I,13,AVAILABLE,0
SEAT000374,SEC001,MATCH002,I,14,AVAILABLE,0
SEAT000375,SEC001,MATCH002,I,15,AVAILABLE,0
SEAT000376,SEC001,MATCH002,I,16,AVAILABLE,0
SEAT000377,SEC001,MATCH002,I,17,AVAILABLE,0
SEAT000378,SEC001,MATCH002,I,18,AVAILABLE,0
SEAT000379,SEC001,MATCH002,I,19,AVAILABLE,0
SEAT000380,SEC001,MATCH002,I,20,AVAILABLE,0
SEAT000381,SEC001,MATCH002,J,1,AVAILABLE,0
SEAT000382,SEC001,MATCH002,J,2,AVAILABLE,0
SEAT000383,SEC001,MATCH002,J,3,AVAILABLE,0
SEAT000384,SEC001,MATCH002,J,4,AVAILABLE,0
SEAT000385,SEC001,MATCH002,J,5,AVAILABLE,0
SEAT000386,SEC001,MATCH002,J,6,AVAILABLE,0
SEAT000387,SEC001,MATCH002,J,7,AVAILABLE,0
SEAT000388,SEC001,MATCH002,J,8,AVAILABLE,0
SEAT000389,SEC001,MATCH002,J,9,AVAILABLE,0
SEAT000390,SEC001,MATCH002,J,10,AVAILABLE,0
SEAT000391,SEC001,MATCH002,J,11,AVAILABLE,0
SEAT000392,SEC001,MATCH002,J,12,AVAILABLE,0
SEAT000393,SEC001,MATCH002,J,13,AVAILABLE,0
SEAT000394,SEC001,MATCH002,J,14,AVAILABLE,0
SEAT000395,SEC001,MATCH002,J,15,AVAILABLE,0
SEAT000396,SEC001,MATCH002,J,16,AVAILABLE,0
SEAT000397,SEC001,MATCH002,J,17,AVAILABLE,0
SEAT000398,SEC001,MATCH002,J,18,AVAILABLE,0
SEAT000399,SEC001,MATCH002,J,19,AVAILABLE,0
SEAT000400,SEC001,MATCH002,J,20,AVAILABLE,0
SEAT000401,SEC001,MATCH003,A,1,AVAILABLE,0
SEAT000402,SEC001,MATCH003,A,2,AVAILABLE,0
SEAT000403,SEC001,MATCH003,A,3,AVAILABLE,0
SEAT000404,SEC001,MATCH003,A,4,AVAILABLE,0
SEAT000405,SEC001,MATCH003,A,5,AVAILABLE,0
SEAT000406,SEC001,MATCH003,A,6,AVAILABLE,0
SEAT000407,SEC001,MATCH003,A,7,AVAILABLE,0
SEAT000408,SEC001,MATCH003,A,8,AVAILABLE,0
SEAT000409,SEC001,MATCH003,A,9,AVAILABLE,0
SEAT000410,SEC001,MATCH003,A,10,AVAILABLE,0
SEAT000411,SEC001,MATCH003,A,11,AVAILABLE,0
SEAT000412,SEC001,MATCH003,A,12,AVAILABLE,0
SEAT000413,SEC001,MATCH003,A,13,AVAILABLE,0
SEAT000414,SEC001,MATCH003,A,14,AVAILABLE,0
SEAT000415,SEC001,MATCH003,A,15,AVAILABLE,0
SEAT000416,SEC001,MATCH003,A,16,AVAILABLE,0
SEAT000417,SEC001,MATCH003,A,17,AVAILABLE,0
SEAT000418,SEC001,MATCH003,A,18,AVAILABLE,0
SEAT000419,SEC001,MATCH003,A,19,AVAILABLE,0
SEAT000420,SEC001,MATCH003,A,20,AVAILABLE,0
SEAT000421,SEC001,MATCH003,B,1,AVAILABLE,0
SEAT000422,SEC001,MATCH003,B,2,AVAILABLE,0
SEAT000423,SEC001,MATCH003,B,3,AVAILABLE,0
SEAT000424,SEC001,MATCH003,B,4,AVAILABLE,0
SEAT000425,SEC001,MATCH003,B,5,AVAILABLE,0
SEAT000426,SEC001,MATCH003,B,6,AVAILABLE,0
SEAT000427,SEC001,MATCH003,B,7,AVAILABLE,0
SEAT000428,SEC001,MATCH003,B,8,AVAILABLE,0
SEAT000429,SEC001,MATCH003,B,9,AVAILABLE,0
SEAT000430,SEC001,MATCH003,B,10,AVAILABLE,0
SEAT000431,SEC001,MATCH003,B,11,AVAILABLE,0
SEAT000432,SEC001,MATCH003,B,12,AVAILABLE,0
SEAT000433,SEC001,MATCH003,B,13,AVAILABLE,0
SEAT000434,SEC001,MATCH003,B,14,AVAILABLE,0
SEAT000435,SEC001,MATCH003,B,15,AVAILABLE,0
